Unnamed: 0,EJEMPLAR,Título,Autor,Editorial,Colección,Año,CATEGORÍA,EDAD (literatura),CDU
296,2,A nadar con María Inés,"Gambaro, Griselda",Alfaguara,Naranja,2013,,,
4097,1,A orillas del río Piedra me senté y lloré,"Coelho, Paulo",Planeta,Biblioteca Paulo Coelho,1926,,,
3339,1,"A reírse, chicos! 1","Parissi, Julio César",El ateneo,,1926,,,
2607,1,A scandal in Bohemia = escándalo en Bohemia,"Doyle, Arthur Conan",Clarín,Biblioteca bilingüe Clarín - 21,1926,,,
2377,3,A sus plantas rendido un león,"Soriano, Osvaldo",Sudamericana,-,1926,,,
384,1,A tres metros sobre el cielo,"Moccia, Federico",Booket,,2014,,,
4925,2,A ver qué ves 2. Libro de lectura,"Pogorelsky, Melina",Santillana,,2014,,,
247,1,A volar que el viento dobla,"Drennen, Olga",Salim,Amaranta ,2013,,,
3584,1,A vuestro gusto,"Shakespeare, William",Espasa-Calpe,Colección Austral,1926,,,
2249,1,ABC de los animales,"[Soriano, J. A]",[Florida],Escuela alegre,1926,,,
2266,1,ABC's,"[Reynolds, Edith & Reading, M. S.]",[Bendon],Brainy Baby,1926,,,
570,3,Abel Sánchez,"De Unamuno, Miguel",Cantaro,Del Mirador,1926,,,
58,4,Abran cancha que aquí viene Don Quijote de la Mancha,"Basch, Adela",Colihue (ed. especial para el Ministerio de Educación),Libros del Malabarista,2013,,,
2174,1,Abrazo de oso 3,-,Santillana,-,1926,,,
4854,1,Abuelas de Plaza de Mayo. Fotografía de 30 años en lucha,"Madariaga, Abel",Abuelas de Plaza de Mayo,,1926,,,
4587,1,Abuelo peluca,"Fogelström, Karen",SM,El barco de vapor - Los piratas,1926,,,
2389,1,Acerca de Roderer,"Martínez, Guillermo",Planeta,Biblioteca Argentina La Nación,1926,,,
4351,1,Achalay,"Jijena Sanchez, Rafael ",Ed. Buenos Aires,,1926,,,
1673,1,Adán y Eva en el Paraíso,"Montes, Graciela",Gramón,La mar de cuentos - Historias de la Biblia,1926,,,
357,2,"Adiós, Rapa Nui","Gil López, Olga",del Eclipse,Novelas,2013,,,
1885,1,Adivinanzas,-,Imaginador,-,1926,,,
2111,1,Adivinanzas o cómo sacarle punta al ingenio,"Silveyra, Carlos",Altea,Faltó el profe,1926,,,
2109,1,Adivinazas para jugar y poesía para soñar,"Gianola, Mariel",Plus Ultra,,1926,,,
4623,1,Adolfo Bioy Casares,"Kovacci, Ofelia",Ed. Cultural Argentina,Biblioteca del sesquicentenario,1926,,,
1804,1,Adriana y el árbol,"Kern, Sergio",A-z,Serie del boleto,1926,,,
2716,1,Aerodinámica,-,Planeta,Ciencia recreativa - 9,1926,,,
3532,1,Aeropuerto,"Hailey, Arthur",Emecé,Grades novelistas,1926,,,
2411,1,Aeropuerto La Guardia,"De Plas, Pierre",Roca,,1926,,,
4759,1,Aforismos,Hipócrates,Schapire,,1926,,,
3000,1,Agua,"Walpole, Brenda",Sigmar,Jugando con la ciencia,1926,,,
1851,1,"Agua agua agua (hasta en la sopa) : un diccionario acuático, húmedo y mojado","Rep, Miguel & Golombek, Diego",Ministerio de Educación,-,1926,,,
3947,3,Aguafuertes porteñas,"Arlt, Roberto",Página 12,Biblioteca Página 12,1926,,,
1950,1,Aguas abajo,"Wilde, Eduardo",Huemul,Clásicos Huemul,1926,,,
982,1,Aguas abajo y sus Mejores Cuentos,"Wilde, Eduardo",Jackson,Grandes escritores Argentinos - 23,1926,,,
1636,1,Agudeza y Arte de ingenio,"Gracián, Baltasar",Espasa-Calpe,Colección Austral,1926,,,
2189,2,Agustín y la ventanita y Las letras voladoras,Granata. María,Sigmar,Segunda Lectura,1926,,,
332,2,Agustina y cada cosa,"Kovadloff, Santiago",Colihue,Libros del malabarista,1993,,,
3817,1,Ahora y Siempre,"Roberts, Nora",Harlequin Ibérica,Saga Los MacGregor,1926,,,
3002,1,Aire,"Walpole, Brenda",Sigmar,Jugando con la ciencia,1926,,,
2517,1,Aire libre,"Walsh, María Elena",Ángel Estrada,-,1926,,,
252,1,Aire Negro,"Fernández Paz, Agustín",Cántaro,Aldea Literaria,2016,,,
4045,1,Al margen del secreto,"Cella, Hugo",Del Dock,,1926,,,
3721,1,Al otro lado del río. Entre los árboles,"Hemingway, Ernest",Guillermo Kraft,Vertice,1926,,,
2177,1,Aladdín,-,Norma,Grandes obras Disney,1926,,,
4905,1,Aladino y la lampara mágica y otros cuentos de Las Mil y una Noche,Anónimo,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
1569,1,Aladino y la lámpara maravillosa,"Montes, Graciela",Gramón,La mar de cuentos - Las Mil y Una Noche - 12,1926,,,
3842,1,Álbum de familia,"Steel, Danielle",Plaza & Janés,,1926,,,
4719,1,Alcestis - Las vacantes - El cíclope,Eurípides,Espasa Calpe,Colección Austral,1926,,,
367,3,Alcón de Drácula,"Di Felici, Pablo",SM,Teatro de papel,2014,,,
3566,1,Alejandro Magno,"Renault, Mary",Altaya,Novela Histórica - 22,1926,,,
5066,1,Alejandro y el Mundo Griego. 4,-,Clarín,Historia Universal,2005,Historia Universal,,
3484,1,Aléxandros : las arenas de amón,"Manfredi, Valerio Massimo",Grijalbo Mondadori,-,1926,,,
1110,1,Alfombra mágica,"Vettier, Adela",Plus Ultra,Tejados rojos - la escalerita,1926,,,
4635,1,Alfonsina para jovenes principiantes,"Grau, Silvia",Errepar/ Longseller,,1926,,,
3171,1,Algebra,"Moya, Luis Alberto",El autor,,1926,,,
721,2,Alguien anda ahí,"Rice, Allan P.",Genios,Suspenso a la medida,1926,,,
5207,1,Alguien está mintiendo,"McManus, Karen M.",Alfaguara,,2022,Lit. Juvenil,,
1298,1,Alguien que dio que hablar : leyenda de Méjico ; El casamiento del lagarto : cuento tradicional de Bolivia ; El alacrán de Fray Gomes : leyenda de Perú ; El cacto enamorado : leyenda diaguita de Argentina,"Ferro, Beatriz",Página 12,Historias fantásticas de América y el mundo,1926,,,
1059,1,Alguien sabe qué hora es?. Comedia infantil en dos actos,"Grisolia, Nela. Vettier, Adela",Plus Ultra,El escenario - 3,1926,,,
3720,1,Alguien voló sobre el nido del cuco,"Kesey, Ken",RBA,,1926,,,
1468,1,Algunas consideraciones sobre la literatura hispano - americana,"de Unamuno, Miguel",Espasa-Calpe,Colección Austral,1926,,,
1884,1,Algunas historias de Las mil y una noches : antología de cuentos orientales,-,Eudeba,-,1926,,,
1946,1,Algunas notas sobre la generación española del 98,"Abizanda Ballabriga, Manuel",Universidad Nacional del Litoral,-,1926,,,
1390,1,Algunos caracteres de la cultura española,"Vossler, Carlos",Espasa-Calpe,Colección Austral,1926,,,
1184,1,Algunos sucesos de la vida y obra del mago Juan Chin Pérez,"Wapner, David",Sudamericana,Pan Flauta - Verde,1926,,,
2084,1,Alí Babá : y los cuarenta ladrones,-,Cántaro,Del Mirador,1926,,,
2504,1,Alí Babá y los 40 ladrones,"Gaetán, Maura (adap.)",Sigmar,Sé leer,1926,,,
160,13,Alicia en el país de las maravillas,"Carroll, Lewis",Pagina 12,,2005,,,
4172,1,Alicia en el país de las maravillas : en historieta...,-,La estación,Máquina de hacer lectores,1926,,,
787,3,Allá lejos y hace tiempo,"Hudson, Guillermo Enrique",Anteojito,Biblioteca de oro del estudiante - 35,1926,,,
1923,1,Almas muertas,"Gógol, Nicolai",Hyspamerica,Historia Universal de la Literatura - 97,1926,,,
4134,2,Alrededor de la jaula,"Conti, Haroldo",Emecé,Escritores Argentinos,1926,,,
2912,1,Altas Mundial Clarín del estudiante: América del sur I. Tomo 5,-,Clarín,Atlas Mundial Clarín,1926,,,
2913,1,Altas Mundial Clarín del estudiante: América del sur II. Tomo 6,-,Clarín,Atlas Mundial Clarín,1926,,,
2909,2,"Altas Mundial Clarín del estudiante: el mundo: físico. América del norte, central y caribe. Primera parte.Tomo 3",-,Clarín,Atlas Mundial Clarín,1926,,,
2911,1,"Altas Mundial Clarín del estudiante: el mundo: físico. América del norte, central y caribe. Segunda parte. Tomo 4",-,Clarín,Atlas Mundial Clarín,1926,,,
2907,2,Altas Mundial Clarín del estudiante: el mundo: Físico. Tomo 1,-,Clarín,Atlas Mundial Clarín,1926,,,
2906,1,Altas Mundial Clarín del estudiante: el mundo: Político,-,Clarín,Atlas Mundial Clarín,1926,,,
2914,1,Altas Mundial Clarín del estudiante: Europa I,-,Clarín,Atlas Mundial Clarín,1926,,,
2915,1,Altas Mundial Clarín del estudiante: Europa II,-,Clarín,Atlas Mundial Clarín,1926,,,
2916,1,Altas Mundial Clarín del estudiante: Europa III,-,Clarín,Atlas Mundial Clarín,1926,,,
5686,1,Alzamiento y revolución. Libro II,"Hugh, Thomas",Hyspamérica. Urbión,La guerra civil Española,1980,Lit. Española ,,
4665,1,"Amadísimo patrón. Eugenia Castro, la manceba de Rosas","Bilbao, Susana",Sudamericana,Narrativas Históricas,1926,,,
3238,1,Amalia,"Mármol, José",Espasa-Calpe,Colección Austral,1926,,,
4376,1,Amalia. Tomo II,Marmol. José,Kapelusz,Grandes Obras de la Literatura Universal,1926,,,
5073,1,América Colonial y Monarquías Absolutas. 11,-,Clarín,Historia Universal,2005,Historia Universal,,
2953,1,América en el siglo XIX,-,Genios,Historia de la humanidad - 34,1926,,,
2944,1,América en el siglo XVIII,-,Genios,Historia de la humanidad - 25,1926,,,
2979,1,América mágica. Los hombres y los meses,"Arciniegas, German",Sudamericana,-,1926,,,
3632,1,American Psycho,"Ellis, Bret Easton",Ediciones B,VIB,1926,,,
57,1,Ami. El niño de las estrellas,"Barrios, Enrique",Errepar,,1995,,,
4588,2,Amigo se escribe con H,"Heredia, María Fernanda",Norma,Torre de papel - Azul,1926,,,
2852,1,Amigos de los bichos y las plantas : cómo funciona un ecosistema,"Cabal, Graciela Beatriz",Libros del quirquincho,Los libros verdes de la ecología - 1,1926,,,
36,3,Amigos robots,"Asimov, Isaac",Vicens Vives,Cucaña,2013,,,
1896,1,"Amistad, divino tesoro",-,Orión,Tobogán,1926,,,
2486,1,Amor. El diario de Daniel,Quoist. Michel,Herder,,1926,,,
197,1,Amores imposibles y otros encantamientos,"Clemente, Horacio",Colihue,Libros del malabarista,1926,,,
631,2,Amorosos fantasmas,"Taibo II, Paco Ignacio",Colihue,La movida,1926,,,
3078,1,Amy Foster. The Lagoon / La laguna,"Conrad, Joseph",Clarín,Libros Bilingües Clarín,1926,,,
3654,1,Ana y el rey,"Hand, Elizabeth",Mondadori,Mitos original,1926,,,
3353,1,"Ana, la bondadosa","Vera, Paula",Sigmar,Alas de Hada ,1926,,,
3472,1,Anabásis y otros poemas,"Perse, Saint-John",Hyspamerica,Los Premios Nobel,1926,,,
1998,1,Análisis de los Estados Unidos,"Marías, Julián",Guadarrama,Lope de Rueda - 13,1926,,,
5002,1,Análisis económico Input- output,"Leontief, W.",Orbis/ Hypamerica,Biblioteca de Economía - 16,1983,Economía,,
3174,1,Análisis matemático I : para estudiantes de ingeniería,"García Venturini. Alejandro E.; & Scardigli, Mónica",Ediciones corporativas,El número de oro,1926,,,
3904,2,Anaxalimma,"Verano, Raúl Ignacio",De los cuatro vientos,-,1926,,,
961,2,Andanzas de Jabutí la tortuguita,"Ábalos, Jorge W.",Plus Ultra,Tejados rojos - la escalerta,1926,,,
1084,2,Andanzas de Juancito el zorro,"Romera, Pirucha & Martínez, Paulina",Plus Ultra,Cuadernos de la poesía y el relato orales,1926,,,
1389,1,Andanzas y visiones españolas,"Unamuno, Miguel de",Espasa-Calpe,Colección Austral,1926,,,
3366,1,Aníbal : la novela de Cártago (1),"Haefs, Gisbert",Altaya,Novela histórica,1926,,,
3372,1,Aníbal : la novela de Cártago (2),"Haefs, Gisbert",Altaya,Novela histórica,1926,,,
2804,1,Animales de la granja,-,Sigmar,Abre tus ojos,1926,,,
2859,1,Animales de río,-,[s.n],Aprende jugando,1926,,,
5370,1,Animales domésticos y del bosque,"Fernandez Viva, Araceli",Libsa,Cuadernos de naturaleza,2009,Referencia,,
2513,1,Animales extraños,-,[Billiken],Maravillas de la tierra - 17,1926,,,
1787,2,Animales fantásticos,"Letria, José Jorge & Letria, André",Kalandraka,Libros para soñar,1926,,,
2709,1,Animales feroces,-,[Billiken],Tesoros y misterios del mundo - 1,1926,,,
4909,1,Animales Prehistóricos,"Colazo, Pablo",Genio,Biblioteca escolar - 32,1926,,,
2732,1,Animales prehistóricos,-,Servilibro,100 curiosidades,1926,,,
4596,1,Animales salvajes,"Espósito, María",La valijita,La valijita curiosa,1926,,,
3726,1,Animales viajeros,"Burín, Gabriela",Lúdico,,1926,,,
4914,1,Anita la cabrita,"Chottin, Ariane",Rialp Junior,,1926,,,
2902,1,Antartida,-,Dirección Nacional del antartico,Nº13,1926,,,
5545,1,"Antártida Argentina, Islas, Oceánicas, Mar Argentino","Acuña de Mones Ruiz, Primavera",Librería del colegio,,1948,Historia Argentina,,
4707,4,Antígona. Edipo Rey,Sófocles,Bureau,,1926,,,
4369,4,Antígonas Velez,"Marechal, Leopoldo",Colihue,Leer y Crear,1926,,,
5053,1,Antigua Egipto,"Wood, Tim",Sigmar,Mirando la Historia,2006,Material de Referencia,,
5051,1,Antigua Grecia,"Wood, Tim",Sigmar,Mirando la Historia,2006,Material de Referencia,,
3140,2,Antigua Roma,-,Billiken,Biblioteca Billiken para la familia - 32,1926,,,
3198,1,Antologi. Selección de sus principales obras en prosa,"Newman, Cardenal",Difusión,Obras maestras del catolicismo,1926,,,
764,9,Antología,"Lugones, Leopoldo",Anteojito,Biblioteca de oro del estudiante - 10,1926,,,
3971,1,Antología argentina contemporánea,"Berenguer Carisomo, Arturo",Huemul,,1926,,,
1422,1,"Antología de apólogos castellanos : de cien escritores y poetas moralistas, para uso de educandos y educadores","Vidal, Manuel (comp.)",Viuda de rico,-,1926,,,
4105,1,Antología de cuentistas latinoamericanos,-,Colihue,LyC,1926,,,
2169,1,Antología de cuentos para niños : Argentina crece leyendo,-,Conabip,-,1926,,,
4898,1,Antología de la poesía Arabe,Antología,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
4481,1,Antología de la poesía argentina Siglo XIX y XX,Antología,Kapelusz,Grandes obras de la Literatura Universal,1926,,,
3285,2,Antología de la poesía universal,,Centro editor de America Latina,,1926,,,
3879,1,Antología de la prosa poética argentina,Antología,Kapelusz,Grandes obras de la literatura universal,1926,,,
3089,1,Antología de poetas Argentinos,"Puig, Juan de la C.",Martín Biedman é hijos,Tomo V - La sociedad de Mayo,1926,,,
1030,1,Antología de poetas líricos castellanos : (textos y notas); tomo I,"Menéndez y Pelayo, Marcelino (comp.)",Ideas,Laurel de Apolo,1926,,,
1453,1,Antología de poetas y prosistas españoles : tomo III : el teatro (siglos XVI-XIX),"Beltrán, Oscar R. (comp.)",Anaconda,-,1926,,,
1458,1,Antología de poetas y prosistas españoles : tomo IV : desde el siglo XVII hasta nuestros días,"Beltrán, Oscar R. (comp.)",Anaconda,-,1926,,,
1372,1,Antología de prosistas castellanos,"Menéndez Pidal, Ramón",Espasa-Calpe,Colección Austral,1926,,,
2437,1,Antología de prosistas españoles,"Menéndez Pidal, Ramón",Espasa-Calpe,Colección Austral,1926,,,
1899,1,Antología del cuento infantil,"Bornemann, Elsa",Latina,-,1926,,,
2418,1,Antología del Romanticismo Español,"Diaz Plaja, Fernando",Revista de Occidente,,1926,,,
1352,1,Antología escolar de literatura castellana : tomo I poesía lírica,"Cayuela, Arturo M.",Razón y fe,Biblioteca literaria infantil - Serie castellana I,1926,,,
1353,2,Antología escolar de literatura castellana : tomo II poesía lírica,"Cayuela, Arturo M.",Razón y fe,Biblioteca literaria infantil - Serie castellana II,1926,,,
3503,1,Antología esencial,"Aleixandre, Vicente",Orbis,Los premios Nobel,1926,,,
2226,1,Antología Folklorica Argentina,Consejo Nacional de Educación,Guillermo Kraft ,,1926,,,
3697,1,Antología general,"Jiménez, Juan Ramón",Hyspamerica,Los Premios Nobel,1926,,,
1349,1,Antología general de Menéndez Pelayo : recopilación orgánica de su doctrina I,"Menéndez y Pelayo, Marcelino",Católica,Biblioteca de autores cristiano,1926,,,
1350,1,Antología general de Menéndez Pelayo : recopilación orgánica de su doctrina II,"Menéndez y Pelayo, Marcelino",Católica,Biblioteca de autores cristiano,1926,,,
2181,1,Antología literaria 2 : historias con capa y corazón,-,Puerto de palos,Los caparuzos,1926,,,
936,1,Antología Literaria 2/1,,Kapelusz,Lengua y literatura - para pensar,1926,,,
950,1,Antología Literaria 3/2,-,Kapelusz,Lengua y literatura - para pensar,1926,,,
4264,1,Antología Personal,"Brasca, Raúl",Centro Cultural de la Coop.,,1926,,,
3162,1,Antología poetica,"Unamundo, Miguel de",Espasa- Calpe,Colección Austral,1926,,,
2480,5,Antología Poética,"Anzoàtegui, Igancio B.",Espasa-Calpe,Colección Austral,1926,,,
1499,6,Antología poética,Rubén Darío,Caymi,-,1926,,,
1927,1,Antología poética de los S. XVI y XVII,Shakespeare/ Milton/ Donne,Hyspamerica,Historia Universal de la Literatura - 75,1926,,,
1731,1,Antología poética hispano-americana : tomo segundo (segundo volumen),"Oyuela, Calixto (comp.)",Estrada,-,1926,,,
1510,1,Antología poética hispano-americana : tomo tercero (primer volumen),"Oyuela, Calixto (comp.)",Estrada,-,1926,,,
4875,1,Antología Sánscrita,-,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
4894,1,Antología surrealista,-,Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
951,1,Antología y literaria : lengua y literatura 2,-,Kapelusz,Nuevos desafíos,1926,,,
952,1,Antología y literaria : lengua y literatura 3,-,Kapelusz,Nuevos desafíos,1926,,,
3586,1,Antología. Teatro,"Shakespeare, William",Porrúa,Sepan cuantos... - 86,1926,,,
1999,1,Antología-Siglo XX : prosistas españoles : semblanzas y comentarios,"Maetzu, María de",Espasa-Calpe,Colección Austral,1926,,,
1485,1,Antolojía poética,"Jiménez, Juan Ramón",Losada,Biblioteca contemporánea,1926,,,
2817,1,Anuk y Senk,-,Los Yámanas,-,1926,,,
2964,1,Años y lenguas,"Miró, Gabriel",Biblioteca Nueva,Obras completas de...,1926,,,
2242,1,Aprendé palabras con Bambú el elefantito,-,[Odolibro],Aprender,1926,,,
2791,1,"Aprender más en 7º : ver, escuchar, experimentar",-,Tinta Fresca,-,1926,,,
2220,1,Aqui y ahora,"Marias, Julian",Espasa-Calpe,Colección Austral,1926,,,
1154,1,"Aquí, Río Negro. Cuentos rionegrinos",Antología,Plus Ultra,El campanario,1926,,,
4361,1,Arandú. Un sabio en camino hacia la Tierra-sin-males,"Linari, Adrián",Ciccus,Ciccus Literaria,1926,,,
3185,1,Arauco Domado,"Lezama, Antonio de ",Zig - Zag,Serie Verde,1926,,,
1496,1,"Arcipreste de Hita : libro de buen amor, I","Ruiz de Alarcón, Juan",Espasa-Calpe,Clásicos castellanos,1926,,,
1484,1,"Arcipreste de Hita : libro de buen amor, II","Ruiz de Alarcón, Juan",Espasa-Calpe,Clásicos castellanos,1926,,,
4221,2,Ardiente paciencia,"Skármeta, Antonio",Sudamericana,Jóven Novela,1926,,,
743,1,Arengas Parlamentarias,"Mitre, Bartolomé",Jackson,Grandes escritores Argentinos - 29,1926,,,
820,1,Arengas Selectas,"Mitre, Bartolomé",Jackson,Grandes escritores Argentinos - 28,1926,,,
5562,1,Argentina ¿Tiene salida?,"Alsogaray, Alvaro",Clarín/Aguilar,,1989,Historia Argentina,,
5554,1,Argentina 1930-1960,"Paita, Jorge A. Comp.",Sur,,1961,Historia Argentina,,
5563,1,Argentina de Perón a Lanusse 1943-1973,"Luna, Félix",Planeta,Biblioteca Universal Planeta. Panorama/8,1974,Historia Argentina,,
5427,1,Argentina Indigena & prehiswtoria Americana,"Ibarra Grasso, Dick Edgar",Tipográfia Editora Argentina,,1967,Historia Argentina,,
5585,1,Argentinos: desde Pedro de Mendoza hasta la Argentina del centenario,"Lanata, Jorge",Ediciones B,Tomo 1,2003,Historia Argentina,,
5586,1,Argentinos: Siglo xx desde yrigoyen hasta la caída de Dela Rúa,"Lanata, Jorge",Ediciones B,Tomo 2,2003,Historia Argentina,,
4218,1,Ariel,"Rodó, José Enrique",Kapelusz,Grandes obras de la Literatura Universal,1926,,,
1444,1,Ariel : liberalismo y jacobinismo,"Rodó, José Enrique",Cervantes,-,1926,,,
4494,1,Arlequín,"West, Morris",Javier Vergara,,1926,,,
1055,6,Artículos de costumbres,"Larra, Mariano José de",Santiago,Los mejores libnros de la literatura española,1926,,,
1440,2,Artículos escogidos,"Larra, Mariano José de",Estrada,Colección Estrada,1926,,,
2325,1,Arturo Capdevilla,"Gutiérrez, Fermín Estrella",Culturales Argentinas,Argentinos en las letras,1926,,,
315,1,Arturosaurus,"Galli, Cristina",Plus Ultra,Los libros del ombú,1997,,,
5093,1,Asalto al paraíso,"Aguinis, Marcos",Planeta,Autores españoles e iberoamericanos,2002,Lit. Argentina,,
3424,1,Asesinato en el campo de golf,"Christie, Agatha",Planeta,Biblioteca Agatha Christie,1926,,,
3416,1,Asesinato en el Orient Express,"Christie, Agatha",Planeta,La Nación,1926,,,
3422,1,Asesinato en la calle Hickory,"Christie, Agatha",Planeta,Biblioteca Agatha Christie,1926,,,
248,1,Asesinato en la escuela del perro,"Drennen, Olga",Libros del quirquincho,Letra negra,1996,,,
3431,1,Asesinato en Mesopotamia,"Christie, Agatha",Planeta,Biblioteca Agatha Christie,1926,,,
3287,1,Asesinato entre amigos,La mesa redonda del Restaurante Adams,Emecé,Grandes Novelistas,1926,,,
3293,1,Asesinos,"Antología. Compilador Abós, Álvaro",Adriana Hidalgo,El otro lado/clásico,1926,,,
3871,1,Asi era mi ciudad,"Wright, Patricia",Javier Vergara,Novela historica,1926,,,
4328,1,Así es mamá,"Hernández, Juan José",Seix Barral,Biblioteca Breve,1926,,,
2562,1,Así hablo Zarathustra,"Nietzsche, Friedrich",Planeta,Biblioteca La Nación,1926,,,
3338,1,Así me gusta a mi,"Peréz Castells, María Lucia",Altea,,1926,,,
2955,1,Asia y África en el siglo XIX,-,Genios,Historia de la humanidad - 36,1926,,,
2939,1,Asia y el Imperio Mongol,-,Genios,Historia de la humanidad - 18,1926,,,
