ISBN,Titulo,Autor,Editorial,FechaPublicacion,Edicion,Idioma,Paginas,Descripcion,Categorias,Ejemplares
978-6-525-94350-3,Andanzas y visiones españolas,"Unamuno, Miguel de",Espasa-Calpe,1926,Primera,Español,0,,,1
978-8-062-39776-4,Aníbal : la novela de Cártago (1),"Haefs, Gisbert",Altaya,1926,Primera,Español,0,,,1
978-0-664-58987-5,Aníbal : la novela de Cártago (2),"Haefs, Gisbert",Altaya,1926,Primera,Español,0,,,1
978-2-289-56113-7,Animales de la granja,-,Sigmar,1926,Primera,Español,0,,,1
978-7-873-91045-2,Animales de río,-,[s.n],1926,Primera,Español,0,,,1
978-7-917-59710-6,Animales domésticos y del bosque,"Fernandez Viva, Araceli",Libsa,2009,Primera,Español,0,,Referencia,1
978-9-074-16116-9,Animales extraños,-,[Billiken],1926,Primera,Español,0,,,1
978-6-442-80215-0,Animales fantásticos,"Letria, José Jorge & Letria, André",Kalandraka,1926,Primera,Español,0,,,1
978-8-918-87802-7,Animales feroces,-,[Billiken],1926,Primera,Español,0,,,1
978-1-927-08090-0,Animales Prehistóricos,"Colazo, Pablo",Genio,1926,Primera,Español,0,,,1
978-8-405-36444-6,Animales prehistóricos,-,Servilibro,1926,Primera,Español,0,,,1
978-1-277-66323-5,Animales salvajes,"Espósito, María",La valijita,1926,Primera,Español,0,,,1
978-7-404-10831-0,Animales viajeros,"Burín, Gabriela",Lúdico,1926,Primera,Español,0,,,1
978-1-028-28805-2,Anita la cabrita,"Chottin, Ariane",Rialp Junior,1926,Primera,Español,0,,,1
978-0-542-10888-4,Antartida,-,Dirección Nacional del antartico,1926,Primera,Español,0,,,1
978-1-213-02912-5,"Antártida Argentina, Islas, Oceánicas, Mar Argentino","Acuña de Mones Ruiz, Primavera",Librería del colegio,1948,Primera,Español,0,,Historia Argentina,1
978-0-601-67244-8,Antígona. Edipo Rey,Sófocles,Bureau,1926,Primera,Español,0,,,1
978-4-414-90992-0,Antígonas Velez,"Marechal, Leopoldo",Colihue,1926,Primera,Español,0,,,1
978-6-343-48883-5,Antigua Egipto,"Wood, Tim",Sigmar,2006,Primera,Español,0,,Material de Referencia,1
978-2-388-66031-1,Antigua Grecia,"Wood, Tim",Sigmar,2006,Primera,Español,0,,Material de Referencia,1
978-2-599-40333-2,Antigua Roma,-,Billiken,1926,Primera,Español,0,,,1
978-8-779-61215-0,Antologi. Selección de sus principales obras en prosa,"Newman, Cardenal",Difusión,1926,Primera,Español,0,,,1
978-3-416-85064-3,Antología,"Lugones, Leopoldo",Anteojito,1926,Primera,Español,0,,,1
978-3-634-21953-6,Antología argentina contemporánea,"Berenguer Carisomo, Arturo",Huemul,1926,Primera,Español,0,,,1
978-2-971-40613-5,"Antología de apólogos castellanos : de cien escritores y poetas moralistas, para uso de educandos y educadores","Vidal, Manuel (comp.)",Viuda de rico,1926,Primera,Español,0,,,1
978-2-541-08796-2,Antología de cuentistas latinoamericanos,-,Colihue,1926,Primera,Español,0,,,1
978-6-290-70935-9,Antología de cuentos para niños : Argentina crece leyendo,-,Conabip,1926,Primera,Español,0,,,1
978-1-573-31471-8,Antología de la poesía Arabe,Antología,Centro editor de América Latina,1926,Primera,Español,0,,,1
978-1-902-66826-0,Antología de la poesía argentina Siglo XIX y XX,Antología,Kapelusz,1926,Primera,Español,0,,,1
978-2-353-62833-9,Antología de la poesía universal,,Centro editor de America Latina,1926,Primera,Español,0,,,1
978-6-862-86771-5,Antología de la prosa poética argentina,Antología,Kapelusz,1926,Primera,Español,0,,,1
978-1-779-55661-5,Antología de poetas Argentinos,"Puig, Juan de la C.",Martín Biedman é hijos,1926,Primera,Español,0,,,1
978-1-250-70145-9,Antología de poetas líricos castellanos : (textos y notas); tomo I,"Menéndez y Pelayo, Marcelino (comp.)",Ideas,1926,Primera,Español,0,,,1
978-1-137-05124-0,Antología de poetas y prosistas españoles : tomo III : el teatro (siglos XVI-XIX),"Beltrán, Oscar R. (comp.)",Anaconda,1926,Primera,Español,0,,,1
978-1-987-58362-5,Antología de poetas y prosistas españoles : tomo IV : desde el siglo XVII hasta nuestros días,"Beltrán, Oscar R. (comp.)",Anaconda,1926,Primera,Español,0,,,1
978-7-226-34388-3,Antología de prosistas castellanos,"Menéndez Pidal, Ramón",Espasa-Calpe,1926,Primera,Español,0,,,1
978-2-391-39328-2,Antología de prosistas españoles,"Menéndez Pidal, Ramón",Espasa-Calpe,1926,Primera,Español,0,,,1
978-9-645-87799-4,Antología del cuento infantil,"Bornemann, Elsa",Latina,1926,Primera,Español,0,,,1
978-0-586-52259-2,Antología del Romanticismo Español,"Diaz Plaja, Fernando",Revista de Occidente,1926,Primera,Español,0,,,1
978-5-433-44224-5,Antología escolar de literatura castellana : tomo I poesía lírica,"Cayuela, Arturo M.",Razón y fe,1926,Primera,Español,0,,,1
978-4-968-07993-3,Antología escolar de literatura castellana : tomo II poesía lírica,"Cayuela, Arturo M.",Razón y fe,1926,Primera,Español,0,,,1
978-8-419-63091-9,Antología esencial,"Aleixandre, Vicente",Orbis,1926,Primera,Español,0,,,1
978-6-103-14978-5,Antología Folklorica Argentina,Consejo Nacional de Educación,Guillermo Kraft ,1926,Primera,Español,0,,,1
978-6-552-72375-8,Antología general,"Jiménez, Juan Ramón",Hyspamerica,1926,Primera,Español,0,,,1
978-3-869-83109-1,Antología general de Menéndez Pelayo : recopilación orgánica de su doctrina I,"Menéndez y Pelayo, Marcelino",Católica,1926,Primera,Español,0,,,1
978-5-491-82794-7,Antología general de Menéndez Pelayo : recopilación orgánica de su doctrina II,"Menéndez y Pelayo, Marcelino",Católica,1926,Primera,Español,0,,,1
978-6-270-22345-5,Antología literaria 2 : historias con capa y corazón,-,Puerto de palos,1926,Primera,Español,0,,,1
978-3-798-96941-4,Antología Literaria 2/1,,Kapelusz,1926,Primera,Español,0,,,1
978-7-266-59899-1,Antología Literaria 3/2,-,Kapelusz,1926,Primera,Español,0,,,1
978-5-608-64535-8,Antología Personal,"Brasca, Raúl",Centro Cultural de la Coop.,1926,Primera,Español,0,,,1
978-4-559-46221-2,Antología poetica,"Unamundo, Miguel de",Espasa- Calpe,1926,Primera,Español,0,,,1
978-2-140-13434-0,Antología Poética,"Anzoàtegui, Igancio B.",Espasa-Calpe,1926,Primera,Español,0,,,1
978-6-426-40017-4,Antología poética,Rubén Darío,Caymi,1926,Primera,Español,0,,,1
978-7-219-99582-2,Antología poética de los S. XVI y XVII,Shakespeare/ Milton/ Donne,Hyspamerica,1926,Primera,Español,0,,,1
978-4-997-27880-2,Antología poética hispano-americana : tomo segundo (segundo volumen),"Oyuela, Calixto (comp.)",Estrada,1926,Primera,Español,0,,,1
978-1-369-43133-9,Antología poética hispano-americana : tomo tercero (primer volumen),"Oyuela, Calixto (comp.)",Estrada,1926,Primera,Español,0,,,1
978-6-817-26221-3,Antología Sánscrita,-,Centro editor de América Latina,1926,Primera,Español,0,,,1
978-4-019-94998-7,Antología surrealista,-,Centro editor de América Latina,1926,Primera,Español,0,,,1
978-1-861-50381-7,Antología y literaria : lengua y literatura 2,-,Kapelusz,1926,Primera,Español,0,,,1
978-4-512-90276-2,Antología y literaria : lengua y literatura 3,-,Kapelusz,1926,Primera,Español,0,,,1
978-9-144-84338-4,Antología. Teatro,"Shakespeare, William",Porrúa,1926,Primera,Español,0,,,1
978-4-427-36150-0,Antología-Siglo XX : prosistas españoles : semblanzas y comentarios,"Maetzu, María de",Espasa-Calpe,1926,Primera,Español,0,,,1
978-2-073-67391-6,Antolojía poética,"Jiménez, Juan Ramón",Losada,1926,Primera,Español,0,,,1
978-4-177-25561-6,Anuk y Senk,-,Los Yámanas,1926,Primera,Español,0,,,1
978-0-321-70438-2,Años y lenguas,"Miró, Gabriel",Biblioteca Nueva,1926,Primera,Español,0,,,1
978-7-792-19102-4,Aprendé palabras con Bambú el elefantito,-,[Odolibro],1926,Primera,Español,0,,,1
978-0-578-68825-1,"Aprender más en 7º : ver, escuchar, experimentar",-,Tinta Fresca,1926,Primera,Español,0,,,1
978-4-163-83352-1,Aqui y ahora,"Marias, Julian",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-701-57147-5,"Aquí, Río Negro. Cuentos rionegrinos",Antología,Plus Ultra,1926,Primera,Español,0,,,1
978-7-575-44213-8,Arandú. Un sabio en camino hacia la Tierra-sin-males,"Linari, Adrián",Ciccus,1926,Primera,Español,0,,,1
978-8-718-06397-5,Arauco Domado,"Lezama, Antonio de ",Zig - Zag,1926,Primera,Español,0,,,1
978-5-030-70207-0,"Arcipreste de Hita : libro de buen amor, I","Ruiz de Alarcón, Juan",Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-926-90632-8,"Arcipreste de Hita : libro de buen amor, II","Ruiz de Alarcón, Juan",Espasa-Calpe,1926,Primera,Español,0,,,1
978-9-495-06580-0,Ardiente paciencia,"Skármeta, Antonio",Sudamericana,1926,Primera,Español,0,,,1
978-7-990-34086-6,Arengas Parlamentarias,"Mitre, Bartolomé",Jackson,1926,Primera,Español,0,,,1
978-0-919-69158-2,Arengas Selectas,"Mitre, Bartolomé",Jackson,1926,Primera,Español,0,,,1
978-3-825-89646-1,Argentina ¿Tiene salida?,"Alsogaray, Alvaro",Clarín/Aguilar,1989,Primera,Español,0,,Historia Argentina,1
978-7-562-52837-1,Argentina 1930-1960,"Paita, Jorge A. Comp.",Sur,1961,Primera,Español,0,,Historia Argentina,1
978-6-068-61710-7,Argentina de Perón a Lanusse 1943-1973,"Luna, Félix",Planeta,1974,Primera,Español,0,,Historia Argentina,1
978-1-943-20641-4,Argentina Indigena & prehiswtoria Americana,"Ibarra Grasso, Dick Edgar",Tipográfia Editora Argentina,1967,Primera,Español,0,,Historia Argentina,1
978-5-551-04847-3,Argentinos: desde Pedro de Mendoza hasta la Argentina del centenario,"Lanata, Jorge",Ediciones B,2003,Primera,Español,0,,Historia Argentina,1
978-8-207-29612-9,Argentinos: Siglo xx desde yrigoyen hasta la caída de Dela Rúa,"Lanata, Jorge",Ediciones B,2003,Primera,Español,0,,Historia Argentina,1
978-0-920-01020-4,Ariel,"Rodó, José Enrique",Kapelusz,1926,Primera,Español,0,,,1
978-6-951-63447-1,Ariel : liberalismo y jacobinismo,"Rodó, José Enrique",Cervantes,1926,Primera,Español,0,,,1
978-5-001-21410-6,Arlequín,"West, Morris",Javier Vergara,1926,Primera,Español,0,,,1
978-7-294-92146-4,Artículos de costumbres,"Larra, Mariano José de",Santiago,1926,Primera,Español,0,,,1
978-1-692-90796-9,Artículos escogidos,"Larra, Mariano José de",Estrada,1926,Primera,Español,0,,,1
978-7-366-72886-1,Arturo Capdevilla,"Gutiérrez, Fermín Estrella",Culturales Argentinas,1926,Primera,Español,0,,,1
978-4-489-75213-1,Arturosaurus,"Galli, Cristina",Plus Ultra,1997,Primera,Español,0,,,1
978-8-253-13995-1,Asalto al paraíso,"Aguinis, Marcos",Planeta,2002,Primera,Español,0,,Lit. Argentina,1
978-1-096-23097-7,Asesinato en el campo de golf,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-4-270-64717-2,Asesinato en el Orient Express,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-9-724-32848-5,Asesinato en la calle Hickory,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-2-953-44039-3,Asesinato en la escuela del perro,"Drennen, Olga",Libros del quirquincho,1996,Primera,Español,0,,,1
978-5-171-29070-2,Asesinato en Mesopotamia,"Christie, Agatha",Planeta,1926,Primera,Español,0,,,1
978-2-719-46170-9,Asesinato entre amigos,La mesa redonda del Restaurante Adams,Emecé,1926,Primera,Español,0,,,1
978-6-397-70454-7,Asesinos,"Antología. Compilador Abós, Álvaro",Adriana Hidalgo,1926,Primera,Español,0,,,1
978-3-427-95585-6,Asi era mi ciudad,"Wright, Patricia",Javier Vergara,1926,Primera,Español,0,,,1
978-3-735-08793-5,Así es mamá,"Hernández, Juan José",Seix Barral,1926,Primera,Español,0,,,1
978-3-870-16808-7,Así hablo Zarathustra,"Nietzsche, Friedrich",Planeta,1926,Primera,Español,0,,,1
978-6-762-91180-8,Así me gusta a mi,"Peréz Castells, María Lucia",Altea,1926,Primera,Español,0,,,1
978-2-076-71115-8,Asia y África en el siglo XIX,-,Genios,1926,Primera,Español,0,,,1
978-3-328-12451-1,Asia y el Imperio Mongol,-,Genios,1926,Primera,Español,0,,,1
978-9-472-15107-6,Asia y la expansión europea,-,Genios,1926,Primera,Español,0,,,1
978-4-407-66115-6,"Asirios, Persas y Primeras Culturas Americanas. 3",-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-0-336-45483-8,Astérix en Bretaña,"Goscinny, R. Uderzo, A.",Salvat,1926,Primera,Español,0,,,1
978-0-924-85832-1,Asterix en Helvecia,"Goscinny, R. Uderzo, A.",Ed. Junior/ Grijalbo,1926,Primera,Español,0,,,1
978-2-141-24158-0,Asterix y el caldero,"Goscinny, R. Uderzo, A.",Ed. Junior/ Grijalbo,1926,Primera,Español,0,,,1
978-9-171-78208-3,Astérix y lo nunca visto,"Goscinny, R. Uderzo, A.",Salvat,1926,Primera,Español,0,,,1
978-4-545-64030-3,Astérix. El adivino,"Goscinny, René",Salvat,1926,Primera,Español,0,,,1
978-0-101-13459-0,Astériz. El regalo del César,"Goscinny, René",Salvat,1926,Primera,Español,0,,,1
978-4-053-21478-2,Astronauta solo,"De Santi, Pablo",Colihue,2013,Primera,Español,0,,,1
978-2-338-46885-1,Atahualpa,-,Incucai,1926,Primera,Español,0,,Lit. Infantil (naranja),1
978-7-797-42686-2,Atalaya,"Gimenez, Pepita",Valencia,1926,Primera,Español,0,,,1
978-7-182-13710-6,Athalía. Andrómaca,"Racine, Juan",Espasa-Calpe,1926,Primera,Español,0,,,1
978-8-265-44346-6,Atlas de África,-,Billiken,1926,Primera,Español,0,,,1
978-8-832-94937-7,Atlas de América,-,Billiken,1926,Primera,Español,0,,,1
978-1-758-69845-9,Atlas de Asia,-,Billiken,1926,Primera,Español,0,,,1
978-8-849-51441-4,"Atlas de dinosaurios, animales prehistóricos y otros",-,Susaeta,1926,Primera,Español,0,,,1
978-2-662-42986-3,Atlas de Europa,-,Billiken,1926,Primera,Español,0,,,1
978-0-141-63913-0,Atlas de la historia universal,-,Clarín,1926,Primera,Español,0,,,1
978-5-011-83172-0,Atlas de Oceanía y Antártida,-,Billiken,1926,Primera,Español,0,,,1
978-5-494-28178-4,Atlas Escolar de la Argentina,,Visor,1926,Primera,Español,0,,,1
978-6-622-19325-2,Atlas escolar Estrada de la República Argentina,"Paso Viola, L. Fernando",Angel Estrada y CIA,1926,Primera,Español,0,,,1
978-9-158-83548-1,Atlas geográfico de la Argentina,"Gispert, Carlos",Oceano,1926,Primera,Español,0,,,1
978-7-669-37415-4,Atlas geográfico de la República Argentina,-,Centro Cartográfico Buenos Aires,1926,Primera,Español,0,,,1
978-7-201-13786-5,Atlas Geográfico universal y de la Argentina 1,-,Oceano,1926,Primera,Español,0,,,1
978-1-975-99607-9,Atlas Geográfico universal y de la Argentina 2,-,Oceano,1926,Primera,Español,0,,,1
978-2-775-92816-1,Atlas I,-,[Billiken],1926,Primera,Español,0,,,1
978-3-226-18874-5,Atlas II,-,[Billiken],1926,Primera,Español,0,,,1
978-6-933-62999-0,Atlas mundial,-,Clarín,1926,Primera,Español,0,,,1
978-9-564-73925-0,Atrapada en el tiempo,"Gabaldon, Diana",Emecé,1926,Primera,Español,0,,,1
978-4-940-12669-3,Attor. El gigante,"Blanco, Cecilia",La Valijita,1926,Primera,Español,0,,,1
978-2-451-29665-2,Aura gris,"Molina Llorente, Pilar",Stella,1993,Primera,Español,0,,,1
978-8-220-85012-4,Autos increíbles,"Goldsack, Gaby",Panamericana,1926,Primera,Español,0,,,1
978-9-637-54230-5,"Aventuas en el país de los fantasmas; Codo a codo con un fantasma; ¿Miedo, quién? ¿yo? : cuentos tradicionales de China","Ferro, Beatriz",Página 12,1926,Primera,Español,0,,,1
978-7-134-11464-3,"Aventuras con gata, yuyo y vereda","Maritano, Alma",Plus Ultra,1926,Primera,Español,0,,,1
978-3-335-06196-0,Aventuras de Arthur Gordon Pym,"Poe, Edgar Allan",Hyspamerica,1926,Primera,Español,0,,,1
978-3-598-05561-4,Aventuras de Arthur Gordon Pym. Conversaciones con una momia,"Poe, Edgar Allan",Losada,1926,Primera,Español,0,,,1
978-8-421-53023-8,Aventuras de Don Quijote [tomo 1],"Cervantes Saavedra, Miguel de",Ministerio de Educación,1926,Primera,Español,0,,,1
978-1-215-79386-4,Aventuras de Huck,"Twain, Mark",Acme Agency,1926,Primera,Español,0,,,1
978-5-639-83781-4,Aventuras de los trillizos ABC,"Kähler-Timm, Hilde",Norma,1926,Primera,Español,0,,,1
978-5-714-33582-2,Aventuras de Sherlock Holmes,"Doyle, Arthur Conan",Sigmar,2000,Primera,Español,0,,,1
978-1-473-25402-2,Aventuras de Tom Sawyer,"Twain, Mark",Kapelusz,1926,Primera,Español,0,,,1
978-3-388-53808-2,Aventuras de un porteño en tiempor de la Colonia,"Colombo, Jorge A.",Distal,1926,Primera,Español,0,,,1
978-5-001-30485-2,Aventuras de una mesa,"Álvarez, Pilar & Aguilar, Ana",Esin,1926,Primera,Español,0,,,1
978-5-421-36267-8,Aventuras del padre vespignani. Su segunda patria. 2º parte,"Wast, Hugo",Thau,1926,Primera,Español,0,,,1
978-2-722-37929-9,Aventuras sobre rieles Patagónicos. Historia ramal Comodoro Rivadavia - Sarmiento (Chubut),"Aguado, Alejandro",Gob. de la Prov. del Cubut,1996,Primera,Español,0,,Geografía argentina,1
978-6-280-24156-2,Aventuras y desventuras de Casiperro del Hambre,"Montes, Graciela",Colihue,1926,Primera,Español,0,,,1
978-9-850-71290-5,Aventureros y enamorados: historias de siempre para chicos de hoy,Antología,Estrada,2002,Primera,Español,0,,Lit. Infantil (Verde O.),1
978-5-004-19901-1,Avestruces y piratas,"Pampillo, Gloria",Libros del quirquincho,1926,Primera,Español,0,,,1
978-8-314-07458-0,Ayax. Antígona. Edipo Rey,Sófocles,Salvat,1926,Primera,Español,0,,,1
978-6-279-11469-3,Ayelén y el abuelo oso,"Puebla, Eugenia & Spezzafune, Ernesto",Errepar,1926,Primera,Español,0,,,1
978-2-410-88924-6,"Aztecas, Mayas e Incas. 9",-,Clarín,2005,Primera,Español,0,,Historia Universal,1
978-2-633-29453-7,Azul la cordillera,"Ramos, María Cristina",Sudamericana,1995,Primera,Español,0,,,1
978-8-865-69832-7,Azul... y poemas,Rubén Darío,Andrés Bello,1926,Primera,Español,0,,,1
978-7-029-56628-1,"Azulito, el principe de hielo","Torre, Lucila De La",Plus Ultra,1926,Primera,Español,0,,,1
978-7-711-29560-4,"Babe, el chanchito valiente","King-Smith, Dick",Emecé,1995,Primera,Español,0,,Lit. Juvenil,1
978-9-229-13233-4,Babú,"Berocay, Roy",Alfaguara,2006,Primera,Español,0,,,1
978-6-912-76695-1,Baby Tweety,-,[Planeta],1926,Primera,Español,0,,,1
978-8-474-62770-1,Bahía de todos los santos : guía de calles y misterios,"Amado, Jorge",Losada,1926,Primera,Español,0,,,1
978-7-610-14676-2,"Baila, baila, baila","Murakami, Haruki",Tuquets,1926,Primera,Español,0,,,1
978-1-739-33928-9,Bailando con lobos,"Blake, Michael",RBA,1926,Primera,Español,0,,,1
978-9-920-36972-5,Bajo la misma estrella,"Green, John",Nube de tinta,1926,Primera,Español,0,,,1
978-0-526-62751-6,Balthazar. El cuarteto de Alejandría,"Durrell, Lawrence",Sudamericana,1926,Primera,Español,0,,,1
978-5-618-36553-6,Bambi,-,Jardín de Genios,1926,Primera,Español,0,,,1
978-5-164-50009-2,"Banco, otro relato inédito de la vida de Papillon","Charriere, Henri",Emecé,1926,Primera,Español,0,,,1
978-0-730-19498-9,Barbanegra y los buñuelos,"Wolf, Ema",Colihue,1926,Primera,Español,0,,,1
978-9-895-14151-7,Barbie : let's dance,"[Gillian, Lisa]",-,1926,Primera,Español,0,,,1
978-0-972-15557-1,Barcos de papel,"Yunque, Álvaro",Plus Ultra,1926,Primera,Español,0,,,1
978-2-663-16768-9,Barrabás/El verdugo enano El enano,"Lagerkvist, Par",Orbis,1926,Primera,Español,0,,,1
978-7-822-72188-7,"Bartleby, el escribiente","Melville, Herman",Página 12,1926,Primera,Español,0,,,1
978-3-853-15488-5,Bartolomé Mitre,"Luna, Félix",Planeta,2004,Primera,Español,0,,Biografías,1
978-1-402-94789-6,Bases y puntos de partida para la organización política Argentina,"Alberdi, Juan Bautista",Libertador,2005,Primera,Español,0,,Historia Argentina,1
978-9-110-18798-6,Bases y puntos de prtida para la Organización Política de la República Argentina,"Alberdi, J.B.",Jackson,1926,Primera,Español,0,,,1
978-5-774-95157-4,Batiburillo : anecdotário popular pintoresco,"Iribarren, José M.",Gómez,1926,Primera,Español,0,,,1
978-2-687-12748-5,Belén y Michu. Libro 1,"Barrows, Annie",Catapulta,2013,Primera,Español,0,,Lit. Infantil (Naranja),1
978-9-143-70092-3,Belén y Michu. Rompen el récord de fósiles,"Barrows, Annie",Catapulta,2013,Primera,Español,0,,Lit. Infantil (Naranja),1
978-4-410-61227-5,Belgrano,"Pigna, Felipe",Planeta,1926,Primera,Español,0,,,1
978-8-106-68750-9,Belgrano : sus batallas y su creación,-,Billiken,1926,Primera,Español,0,,,1
978-4-525-63525-1,Belgrano hace bandera y le sale de primera,"Basch, Adela",Alfaguara,2005,Primera,Español,0,,,1
978-6-027-95002-3,"Belgrano hace bandera, y le sale de primera","Basch, Adela",Loqueleo,1926,Primera,Español,0,,,1
